,City,Title,Company,Location,Job Summary,Salary
61063,Houston,"Sr Systems Analyst, Quantitative Research Computing - C #, A...",MD Anderson Cancer Center,"Houston, TX","This position develops solutions for software and database needs throughout the clinical trial life cycle, with an emphasis on trial data collection and data...",95500.0
61064,Houston,Head of Engineering - Accounting Platform,Oscar Technology,"Houston, TX",They are a leading investment data analysis firm who focus on innovation scientific ways to create solid portfolio's for its clients....,250000.0
61105,Houston,"Research Programmer - Genetics, next generation sequencing (...",MD Anderson Cancer Center,"Houston, TX",N ext generation sequencing (NGS) data analysis. Assists faculty in the development of new statistical methodology for measurement and analysis of NGS data....,83000.0
61106,Houston,"Principal Institute Research Scientist - Drug Discovery, Bio...",MD Anderson Cancer Center,"Houston, TX","Evidence of leading multi-functional teams of scientists to deliver on program objectives. Strong data analysis skills, ability to interpret results, design of...",156000.0
64948,Miami,Data Analysis Intern,hear.com,"Miami, FL 33138 (Upper Eastside area)","Hear.com, the leading innovator in providing modern hearing aid devices is seeking a Sales Analyst for a paid internship. An international company with",19200.0
64953,Miami,Part-Time Grant Research Analyst,Miami Dade College,"Miami, FL 33132 (Downtown area)",Researches and circulates grant program priorities and relevant data. The Part-time Grant Research Analyst provides support to the Director and the Resource...,40000.0
64967,Miami,Research Assistant (Diabetes Research Clinical Support),University of Miami,"Coral Gables, FL","Ability to maintain strict confidentiality of data and records. Duties may include, but will not be limited to, scheduling study visit appointments per research...",24800.0
64968,Miami,Analytical Scientist,Staffing Resource Group,"Miami, FL 33186","Analytical Research & Development Associate Scientist*. Make detailed observations, analyze data, and interpret results....",36000.0
64982,Miami,Analytical Chemist,Staffing Resource Group,"Miami, FL",Analyze data and review results. A growing Pharmaceutical company in Miami is looking for an Analytical Chemist to join the team for a long term contract...,40000.0
64996,Miami,Sr. Research Associate 3,University of Miami,"Coral Gables, FL",He or she will be able to communicate effectively to provide services and collaborate with scientists within SCCC or elsewhere....,75400.0
64997,Miami,(Temporary) Sr. Research Associate 1- Psychiatry,University of Miami,"Coral Gables, FL","Trouble shoots data submissions, warehoused data and data errors including quality control of data collection....",56000.0
65011,Miami,Laboratory Technician,University of Miami,"Coral Gables, FL","Scientists, and students. Under minimal supervision, successful candidates are expected to set up, conduct experiments, and continue research projects following...",28800.0
65037,Miami,Social & Data Analyst,MSH Group,"Miami, FL 33131 (Downtown area)","We are a passionate bunch of creatives, strategists, technologists, data scientists and brand specialists. SOCIAL & DATA ANALYST....",55000.0
65040,Miami,Analytical R&D Associate Scientist 717 (ID#014),"The Staffing Resource Group, Inc","Miami, FL","Analytical Research & Development Associate Scientist. Make detailed observations, analyze data, and interpret results....",40000.0
65041,Miami,Veterinary Medical Officer,"Veterans Affairs, Veterans Health Administration","Miami, FL","The VMO provides biological research support and services to scientists engaged in programs of Research, Development and Education in Medicine....",104752.0
65044,Miami,"Psychiatry- Assistant Scientist, SOM",University of Miami,"Coral Gables, FL","The Psychiatry Research Division is currently seeking a Psychiatry-Assistant Scientist. Assistant Scientist will collect, analyze, and summarize data, prepare...",75400.0
65058,Miami,Legal Research Analyst,Liberty Settlement Funding,"Dania Beach, FL","Liberty Settlement Funding, a rapidly growing financial service organization, is seeking applicants with an analytical bent for full-time entry level Legal",30000.0
65065,Miami,Legal Librarian Research Analyst,Morgan Stephens,"Miami, FL",Looking for a Legal Librarian that will be responsible for conducting legal and due diligence research for the firm. This position will be maintaining and,85000.0
68949,San Antonio,"Senior Consultant, Advanced Analytics",Logos Infotech Inc,"San Antonio, TX",The Senior consultant will collaboratively work along with senior engagement managers & lead a team of analysts and data scientists across the globe....,117000.0
68995,San Antonio,HYDROLOGIST,Department of the Air Force,"Lackland AFB, TX","Field or laboratory work that would require application of hydrologic theory and related sciences such as geology, geo-chemistry, geophysics, or civil...",108824.5
69025,San Antonio,Senior Market Research Analyst,Z&A Recruiting,"San Antonio, TX 78258","Data discovery, validation, analysis (i.e. Responsible for maintaining 3rd party data usage across company. Extensive background in obtaining, analyzing, 3rd...",85000.0
73050,San Diego,Research Analyst I,"TrendSource, Inc.","San Diego, CA 92110",Dedication to both data intergrity and accuracy and the ethical use of said data. Experience with graphic design and data visualization....,42000.0
73079,San Diego,Programmer/Research Assistant,Center for Applied Internet Data Analysis (CAIDA),"La Jolla, CA","Data visualization experience (Matplotlib or other). Large-scale data analysis (time-series analysis, parallel processing and automated scripting)....",20800.0
73269,San Diego,"Senior Research Associate, Scientist",Skills Alliance,"San Diego, CA","Participates in the interpretation of scientific data. Design, execute and report key biomarker data to support portfolio....",112000.0
73377,San Diego,Signal Processing Data Scientist,Roswell Biotechnologies,"San Diego, CA","Extensive experience with statistical analysis of data, exploratory data analysis, descriptive statistics, and data mining....",80000.0
73394,San Diego,Chemist,Department of the Navy,"San Diego, CA","Correlates data, recognizes discrepancies in results and performs specific operations relative to an experiment, study, design or research project....",45608.5
73424,San Diego,Professional Engineers,Department of the Navy,"San Diego, CA","And 3) collecting and analyzing engineering data to. Collecting and analyzing engineering data to solve problems, develop reports, and provide recommendations;...",86499.5
73476,San Diego,Industrial Engineering Technician,Department of the Navy,"San Diego, CA","Incorporation of technical data changes. Analyze technical data required to assist other. Materials requirements, replacement rates and incorporation of...",65638.5
73481,San Diego,Associate Scientist,Hunter International,"San Diego, CA","Compile data and records results. Analyzes data and prepares reports, upon request. Understand basic biochemical techniques, but would receive analytical...",44800.0
73530,San Diego,Medical Technologist (Microbiology),Department of Veterans Affairs,"San Diego, CA 92161",All candidates must currently possess or be eligible for and pass within one year the appropriate certification examination as a medical technologist or...,79584.0
73557,San Diego,MEDICAL TECHNOLOGIST (MICROBIOLOGY),"Veterans Affairs, Veterans Health Administration","San Diego, CA","Skilled in informatics, laboratory data flow and the understanding of laboratory processes. All candidates must currently possess or be eligible for and pass...",79584.0
73619,San Diego,Senior Software Engineer - Java,Sharpedge Solutions Inc.,"San Diego, CA","_ data pipelines at scale, and real-time processing _Machine learning and Data Scientist support:. _Big Data cluster, workflows and applications:....",100000.0
77153,El Paso,Public Health Laboratory Manager,City of El Paso,"El Paso, TX","Medical Technologist (MT), Medical Laboratory Scientist (MLS), or Clinical Laboratory Scientist (CLS). Registration as a Medical Technologist or Medical...",66691.0
79635,Boston,Remote Healthcare Data Scientist - Consultant,Placements USA LLC,"Boston, MA",Data Scientist (1099 Consultant) Work remotely/Virtual Our Client is looking for a Data Scientist to join their team....,92000.0
79661,Boston,Research Analyst I,Commonwealth of Massachusetts,"Boston, MA","Compile data from source documents and convert to acceptable format via data entry, optical scanner and data software programs....",57786.0
79708,Boston,Epidemiologist/Data Scientist Contractor,Commonwealth of Massachusetts,"Boston, MA","Masters’ or advanced degree in epidemiology, demography, biostatistics, or related quantitative research field Experience working with the microdata of large...",72000.0
79719,Boston,Software Developer III,Nextgen Technologies,"Cambridge, MA",The candidate will be working with a team of data scientists to develop interactive web framework that allows graphical programming of machine learning...,160000.0
80030,Boston,"LEAD/PRINCIPAL DATA SCIENTIST, HEALTHCARE",Harnham,"Boston, MA",A proven track record that shows the ability to mentor & lead junior Data Scientists. Data Scientist | Modeler | Statistical Methods | Predictive Analytics...,170000.0
80095,Boston,Bench Scientist I-44402,Makro,"Andover, MA",We are looking for a scientist passionate about learning and quickly applying new skills to the project needs.Additional Skills:....,62400.0
80183,Boston,"Director I, Data Science, Customer Advocacy - U. S. Consumer...",Liberty Mutual,"Boston, MA","Better understanding of the data, and our Data Scientists are our. Advance your Data. Of machine learning and data mining techniques strongly preferred....",144550.5
80453,Boston,$500 signing bonus-IT positions in Boston (Dozens open),NERecruitmentServices,"Boston, MA","Senior Data Scientist. Data Center Operations Engineer. Manager, IT Data Center Operations. Hello job seekers!...",100000.0
80529,Boston,Bench Scientist,Fortira,"Andover, MA","Junior scientist or lab associate. Other experiences of interest include familiarization with cGMPs, working knowledge of various data systems including Waters...",38400.0
80589,Boston,Bench Scientist I,Diversity Direct,"Cambridge, MA 02138 (West Cambridge area)","Analyze experimental data, produce experimental report summaries and present results at internal meetings. A highly motivated, bench scientist with the ability...",62400.0
80666,Boston,Sr Associate Scientist,Techtrueup,"Cambridge, MA","Support formulation and development of clinical protein drug candidates by performing stability testing, sample and study management • Apply fundamental protein...",60800.0
80667,Boston,Sr Associate Scientist (#3248),Amerit Consulting,"Cambridge, MA","Sr Associate Scientist (#3248)*. Contemporaneously record all data in electronic lab notebook format. Our client, is an American multinational biopharmaceutical...",60800.0
80726,Boston,"Research Analyst, Health System Performance",Center For Health Information And Analysis,"Boston, MA 02116 (South End area)","Implement data management tasks (e.g. Merging, recoding, rearranging) to facilitate data analysis. Experience in health care or survey data analysis....",66890.0
80738,Boston,Associate Research Operations - 3231,Amerit Consulting,"Cambridge, MA","M-F normal working hours exclusive in lab or data analysis. Computer competency and experience, particularly with Microsoft Excel and other data analysis...",44000.0
80755,Boston,"Analyst/Senior Analyst, Product Research",Liberty Mutual,"Boston, MA","Analyst of Renewal Business Experience is responsible for supporting all customer product insights work, including data querying, traditional data analysis, and...",94100.0
80774,Boston,Data Scientist,Strategic Employment Partners,"Boston, MA",Machine-Learning Data Scientists. At least 2+ years of professional experience in data science or data analytics....,120000.0
80804,Boston,Scientist - UPLC / HPLC,Harmin Services,"Cambridge, MA","Perform testing and data review for HPLC/UPLC (high and ultra-high liquid chromatography), titer, small scale protein purification using TECAN and plate reader,...",46400.0
80814,Boston,"Senior Research Analyst, Health System Performance",Center For Health Information And Analysis,"Boston, MA 02116 (South End area)","Implement data management tasks (e.g. Merging, recoding, rearranging), as needed, to facilitate data analysis....",77050.0
80870,Boston,Manager / Director of Storage,WinterWyman,"Cambridge, MA 02138 (West Cambridge area)","Strong familiarity with Enterprise Storage and Backup technologies – EMC, NetApp, Data Domain, etc. The right candidate also needs very sharp communication...",160000.0
80935,Boston,Scientist,Zolon Tech Solutions Inc,"Norwood, MA","Experimental design and data analysis:. Design, carry out experiments and data analysis , and present findings with little supervision;...",67200.0
81119,Boston,Physical Scientist (Event Horizon Telescope Program Manager),U.S. Federal Government,"Cambridge, MA",Works with PI and EHT scientists on potential projects. This includes managing design and deployment of high-bandwidth data capture systems at radio telescopes...,136797.5
82760,Boston,"Senior Data Science Analyst, Customer Advocacy - U. S. Consu...",Liberty Mutual,"Boston, MA",Metrics & Insights team in CAO is looking for a data scientist to leverage. Regularly engages with the data science....,102600.5
83877,Detroit,Senior Laboratory Analyst,Labs-Mart Inc.,"Farmington Hills, MI","Managing and interpreting analytical data. The Senior Scientist will supervise analysts, troubleshoot HPLC and GC instruments, and work closely with management...",50400.0
83879,Detroit,"Specialty Development, Business Analysis - Big Data #018mp",Stratitude Inc,"Dearborn, MI 48120","This position is ideal for the multi-faceted individual who has experience as a Business Analyst, Solution Architect, and Project Manager, and is interested",71200.0
83908,Detroit,Senior Statistical Modeler,JSP Recruitment Services,"Dearborn, MI","Verifying data for rate indications, rate revisions and special projects. Provides innovative management recommendations for improving methods, analysis and...",99700.0
83918,Detroit,Postdoctoral Research Associate,Wayne State University,"Detroit, MI","Experience in instrumentation, in particular data acquisition, motor control and signal processing are the key requirements for this position....",45000.0
83931,Detroit,Statistician,All-In Analytics,"Dearborn, MI","Analysis of technical studies and data and draw sound conclusions. Assists management and actuarial team in improving methods, analysis and data gathering...",99500.0
87905,Memphis,Civil Engineer (Structural),Department of the Army,"Memphis, TN","This is a Career Program (CP)-18, Engineers & Scientists position. Makes field investigations at sites of proposed projects to observe actual conditions and...",77015.5
90947,Oklahoma City,Property Research Analyst,Oklahoma Investment Group,"Oklahoma City, OK 73103",A real estate and management company is looking to hire a Property Research Analyst for a great and dynamic opportunity. We are seeking for creative,42500.0
94023,Baltimore,Health Law and Policy Research Analyst,"Intersect Healthcare, Inc.","Lutherville-Timonium, MD","Collect and interpret data and information from a variety of sources. Compiling relevant data, including plans and products offered, various manuals and contact...",28000.0
94058,Baltimore,Research Imaging Technologist,Johns Hopkins University,"Baltimore, MD",Work with computer scientists and radiologist in. Segmentation team in optimizing segmentation strategies and organizing data....,49600.0
94083,Baltimore,"Research Physical Scientist, AST, Atmospheric Chemistry and...",National Aeronautics and Space Administration,"Greenbelt, MD","Utilization of satellite data to test existing models; As Research Physical Scientist, specializing in Atmospheric, Chemistry and Dynamics, you will conduct...",120212.5
94114,Baltimore,Research Data Analyst,Johns Hopkins University,"Baltimore, MD","Analyze and maintain data for the community support database. Training interventions, administration of questionnaires, and conduct with data mining, collection...",52136.5
94121,Baltimore,Assistant Scientist,Johns Hopkins University Bloomberg School of Publi...,"Baltimore, MD 21231 (Fells Point area)","Conducting data analysis, report writing, dissemination of research results. Doctoral degree in epidemiology, biostatistics, public health, or related field...",90000.0
94133,Baltimore,EPIDEMIOLOGIST III,State of Maryland,"Baltimore, MD",Responding to data requests; Major responsibilities include developing and maintaining MCH data collection systems;...,64988.5
94175,Baltimore,Mathematicians - Entry/Mid-Level,National Security Agency,"Fort Meade, MD","These include, but are not limited to cryptography, data mining, temporal analysis and forecasting, signals analysis, speech and text processing, coding theory,...",77025.0
94176,Baltimore,Mathematical Statisticians - Entry/Mid-Level,National Security Agency,"Fort Meade, MD","These include, but are not limited to, problems in cryptography, data mining, predictive and explanatory modeling, temporal analysis and forecasting, signals...",77025.0
94203,Baltimore,Associate Scientist,On-Board Services,"Sparks, MD",Works with SAP enterprise system to enter laboratory data and release material. The QM Associate Scientist is responsible to apply basic scientific principles...,24000.0
94204,Baltimore,Sr. Technical Laboratory Manager,Johns Hopkins University,"Baltimore, MD","This individual will also work closely with multiple principal investigators, pathologists and clinically related research scientists to ensure accurate,...",70282.5
94225,Baltimore,Environmental Scientist - Water Resources Management,WSSC,"Laurel, MD 20707","Ability to plan and direct the work of professional engineers and scientists; Monitoring, modeling, environmental data management, point and non-point source...",95396.5
94241,Baltimore,Sr. Research Specialist,Johns Hopkins University,"Baltimore, MD",Designs experiments and analyzes data. In scientific data for peer-reviewed publications and grant submission....,52136.5
94263,Baltimore,Data Scientist - Mid-Level,National Security Agency,"Fort Meade, MD","Exploit, fuse and use data and data sources. Analyze data using mathematical/statistical methods. Such as calculus, differential equations, discrete mathematics...",92498.5
94313,Baltimore,"Research Space Scientist, AST, Planetary Studies",National Aeronautics and Space Administration,"Greenbelt, MD","Analysis of altimetry data and complex radio data (e.g., VLBI, high-low and low-low satellite-to-satellite tracking) for orbit determination;...",120212.5
94316,Baltimore,Surgical Training Center Coordinator,Johns Hopkins University,"Baltimore, MD","Responsible for operation of video equipment, data collection, and. It has collaborated with Johns Hopkins computer scientists to better assess surgical...",50148.5
94326,Baltimore,Research Analyst,Howard Community College,"Columbia, MD","Perform data entry, document scanning and data conversion. Maintain data dictionary to standardize variable names for data files, keep track of data definitions...",46332.0
94337,Baltimore,Research Analyst/Study Coordinator,Johns Hopkins University,"Baltimore, MD","Summarize and analyze BASIS data. Data management and research analysis activities will include. And serotype, final outcome and follow-up data....",52136.5
94352,Baltimore,Principal Environmental Engineer,WSSC,"Laurel, MD 20707","Ability to plan and oversee the work of professional engineers and scientists; Supports and works with scientists, engineers and other employees in the study...",95396.5
94368,Baltimore,Sr. Biostatistician,Johns Hopkins University,"Baltimore, MD","Formation of statistical designs for studies, drafting statistical analysis plans, interfacing with database designers to ensure that the data collected can...",70282.5
94369,Baltimore,Research Service Analyst,Johns Hopkins University,"Baltimore, MD","This Research Service Analyst (RSA) will create and review sponsored budgets, budget justifications, and other administrative data for submission to appropriate...",49165.0
94421,Baltimore,Cryptologic Computer Scientist - Computer Development Progra...,National Security Agency,"Fort Meade, MD","Create computer algorithms, data models, and protocols. Vital to our success will be a core of Computer Scientists....",77025.0
98226,Albuquerque,Environmental Health Scientist E16,City of Albuquerque,"Albuquerque, NM","Conduct a variety of environmental health studies, analyze and interpret data and draw conclusions. Operate a computer and a variety of computer programs...",54922.5
98328,Albuquerque,"Physicist, GS-1310-7-Palace Acquire Intern",Department of the Air Force,"Kirtland AFB, NM","Assigned to higher grade Scientist. And pertinent data to be used by higher grade physicists, engineers contractors....",46038.0
98332,Albuquerque,Medical Coding Analyst 1,"UNM Medical Group, Inc.","Albuquerque, NM 87106 (University Hts area)",Annual research funding of more than $72 million supports the UNMCCC's 132 cancer scientists. The coders also work directly with the Accounts Receivable and...,27200.0
98344,Albuquerque,Radiology Tech - CT Simulator,"UNM Medical Group, Inc.","Albuquerque, NM 87106 (University Hts area)","Ability to gather data, compile information, and prepare reports. Annual research funding of more than $72 million supports the UNMCCC's 132 cancer scientists....",40000.0
98358,Albuquerque,Ambulatory Patient Services Coordinator,"UNM Medical Group, Inc.","Albuquerque, NM 87106 (University Hts area)","Gathers, enters and updates data as required.Serves as backup support for other administrative personnel as required;...",24000.0
102273,Tucson,Assistant Research Scientist (Part Time),University of Arizona,"Tucson, AZ","Collect and analyze data and literature in Spanish and English. The Assistant Research Scientist should have excellent writing and organizational skills, be...",33600.0
102276,Tucson,"Laboratory Manager, Pulmonary and Endothelial Research (Phoe...",University of Arizona,"Tucson, AZ","Carry out laboratory processing of samples, including data and sample tracking, inventory and shipments. Report results through the preparation of publications,...",70000.0
102279,Tucson,STEM Specialist,Children's Museum Tucson,"Tucson, AZ 85701",Tracking data for grant reporting. STEM Specialist - Children's Museum Tucson....,19200.0
102281,Tucson,"Wildlife Biologist, Assistant (Temporary)",University of Arizona,"Tucson, AZ",Process and analyze data. The mission of the School of Natural Resources and the Environment is to provide innovative and interdisciplinary research and...,16000.0
102293,Tucson,Postdoctoral Research Associate I,University of Arizona,"Tucson, AZ","Experience with high-throughput sequencing data generation and analysis. The laboratory generates, analyzes, and integrates massively parallel high-throughput...",47659.0
102308,Tucson,Laboratory Manager (Part Time/Temporary),University of Arizona,"Tucson, AZ","Assistance with lab website maintenance (development, design, editing, posting of web content, etc.), overseeing data collection and data management of the...",35200.0
102318,Tucson,"Research Analyst, Data",University of Arizona,"Tucson, AZ","Data extraction, transformation, data integrity, database design and planning (e.g. Create and manage databases for studies including setting up database and...",52500.0
102319,Tucson,MANAGEMENT/PROGRAM ANALYST,Department of the Navy,"Tucson, AZ","Develop data required for use in the management and. From pipefitters to accountants, scientists to engineers, doctors to nurses-the careers and opportunities...",105832.5
102321,Tucson,Research Administrator (Multiple Positions),University of Arizona,"Tucson, AZ","The Observatory, driven by a group of world renowned faculty and scientists, covers a diverse range of astronomical subjects....",57000.0
102323,Tucson,"Research/Laboratory Assistant, Basic Medical Sciences (Phoen...",University of Arizona,"Tucson, AZ","Skill in recording research data. Compiles data and assists in routine preliminary analyses; Ability to develop reports and present data in tabular, oral,...",16800.0
102340,Tucson,"Research Nurse, Senior",University of Arizona,"Tucson, AZ",Knowledge of data management techniques. Complete case report forms for each study participant and document medical data in patient record....,58522.0
102346,Tucson,"Research Intern, CTS Program (Multiple Positions) (Phoenix,...",University of Arizona,"Tucson, AZ","Perform experiments that may include behavioral, cellular, immunological, microbiological, molecular, physiological and/or virological assays, or data analytics...",27000.0
102348,Tucson,"Research Technician, Basic Medical Sciences (Phoenix, AZ)",University of Arizona,"Tucson, AZ",Compiles data and generates computerized statistical data for analytical purposes using software packages;...,20000.0
102350,Tucson,"Coordinator, Research Administration (Phoenix, AZ)",University of Arizona,"Tucson, AZ",Audit data for accuracy. Review and complete data entry to ensure compliance in progress reports and biosketches....,49500.0
102352,Tucson,"Clinical/Research Nurse, OB/GYN (Phoenix, AZ)",University of Arizona,"Tucson, AZ",Knowledge of data management techniques. Document medical data in patient record. Develop flowsheets and forms needed to capture specific protocol required data...,70000.0
102353,Tucson,Associate Research Scientist (Part Time),University of Arizona,"Tucson, AZ",Facilitate the preparation of grants including the generation and analysis of preliminary data. Additional duties include management of general laboratory...,33320.0
102364,Tucson,"Research Specialist, Pulmonary and Endothelial Research Labo...",University of Arizona,"Tucson, AZ",Creates and manages databases for studies which includes setting up database and associated data entry programs and retrieving data from database for purposes...,36984.0
102365,Tucson,"Clinical Research Coordinator, Senior (Multiple Positions)(P...",University of Arizona,"Tucson, AZ","Create case report forms (CRFs) in consultation with other team members, as needed, using existing study data information to promote efficient data collection...",53750.0
102367,Tucson,"Accountant, Senior (Phoenix, AZ)",University of Arizona,"Tucson, AZ",Adjusts to changing needs of university operations or need to provide data or routine reports. Recommends alternatives to management when accounting data...,45600.0
102369,Tucson,"Accounting Manager (Phoenix, Arizona)",University of Arizona,"Tucson, AZ","Interprets various accounting data, analyzes reports and recommends and/or initiates actions to be taken. The College inspires and trains individuals to become...",61448.0
102370,Tucson,"Research Specialist, (Data Analyst and Faculty Program Assis...",University of Arizona,"Tucson, AZ",Creates and manages databases for studies which includes setting up database and associated data entry programs and retrieving data from database for purposes...,36984.0
110198,Sacramento,Data Management and Analysis Coordinator,"University of California, Davis","Davis, CA",Data management and communication skills to functionally manage complex multi-partner data systems. Experience with raw data extraction using large datasets in...,81246.0
110204,Sacramento,RESEARCH DEVELOPMENT ANALYST,"University of California, Davis","Davis, CA","Experience collecting, analyzing and summarizing data related to projects. Experience developing and maintaining relational databases for data management and...",67014.0
110205,Sacramento,CONTRACTS & GRANTS ANALYST II,"University of California, Davis","Davis, CA","Experience in financial analysis, forecasting and strategic planning to analyze and compile financial data and reports....",44800.0
110218,Sacramento,Summer Research Assistant,Advance Services,"Woodland, CA","Effectively communicate field observations to research associates, scientist and other collaborators. Must participate in all aspects of the research center...",16000.0
110220,Sacramento,SENIOR PROSPECT RESEARCH ANALYST,"University of California, Davis","Davis, CA",Advanced analytical skills to synthesize a high volume of information from a variety of sources and perform complex analysis to interpret financial data and...,67014.0
110231,Sacramento,Temporary Summer Assistant,Advance Services,"Woodland, CA","Effectively communicate field observations to research associates, scientist and other collaborators. Must participate in all aspects of the research center...",16000.0
110236,Sacramento,GIC Biology Technician II,"CSU, Chico Research Foundation","Sacramento, CA","Use and maintenance of geospatial data development in a variety of formats; Working closely with Environmental Scientists and GIS Analysts in a group setting,...",32000.0
110242,Sacramento,Analytics Data Scientist,Keeper Security,"El Dorado Hills, CA","We are looking for an accomplished data scientist to lead and grow Keeper’s statistical analysis capabilities. You’ll design, build and execute data studies and...",112500.0
110244,Sacramento,Institutional Research Analyst,California Northstate University,"Elk Grove, CA","Collect, interpret, analyze data and report on findings·. Maintain institutional research data files and section of database·....",60000.0
110248,Sacramento,Regulatory Project Manager (Interdisciplinary),Department of the Army,"Sacramento, CA",Physical Scientist (1301). Applicant's claiming Veteran's Preference must clearly show an entitlement to such preference on the resume/supplemental data...,50481.0
110266,Sacramento,Clinical Genetics Laboratory Supervisor,Novogene Corporation Inc.,"Sacramento, CA",Successful candidates must currently be licensed through the State of California as a Clinical Genetics Molecular Biologist Scientist (CGMBS)....,75000.0
114315,Mesa,Police Research & Data Analyst I/II+,City of Tempe Arizona,"Tempe, AZ","Must have knowledge of, and experience conducting, statistical analysis, research methods, data collection, coding, survey research, and database management OR...",63069.5
114327,Mesa,Office Assistant/Receptionist Sr.,Arizona State University,"Tempe, AZ","Collects data to maintain such records. Enters data and review accounts, reports, records or other documents for completeness, accuracy and conformity within...",19200.0
114359,Mesa,RESEARCH AND STATISTICAL ANALYST,Arizona Health Care Cost Containment System,"Phoenix, AZ","And conducts data analysis. Design methodology, write code, extract data and provide quality control of data for internal and external routine reporting...",47741.5
114387,Mesa,Predictive Analytics (Machine Learning),"Kennedy Unlimited Inc, Professional Staffing","Phoenix, AZ","Salary 130K to 140K We are assisting our Client, an innovative NEW high growth leader, Are you looking for more responsibility, More challenge. Leadership",135000.0
114391,Mesa,Customer Service / Research Analyst,All About People,"Phoenix, AZ 85007 (Central City area)","Enter data, compiles and compose data reports. Excellent MS Outlook, Word, Excel, PowerPoint, Internet, typing and data entry skills....",20800.0
114401,Mesa,Academic Success Specialist,Arizona State University,"Tempe, AZ","Utilizes a variety of university data and programmatic direction to promote student academic success. Students learn from nationally renowned faculty, to...",36530.0
114405,Mesa,Public Health Scientist / Chemist,State of Arizona,"Phoenix, AZ",Navigate complex software programs pertaining to instrumentation and data review. The Public Health Scientist will provide capacity to both identify and...,50000.0
114406,Mesa,Institutional Research Analyst (Open until Filled),Maricopa County Community College District,"Phoenix, AZ","Develops queries on data warehouses using data extraction tools such as Hyperion, Veera, and Alteryx. 40% - Manages data work flow processes for the college;...",55735.0
114417,Mesa,Account Manager,The Creative Group,"Phoenix, AZ 85016 (Camelback East area)","You're fascinated by data analytics:. You may not be a data scientist but you are in touch with AI, Analytics, and Marketing Automation software....",44000.0
114420,Mesa,Web Security Research Analyst,SiteLock,"Scottsdale, AZ","About SiteLock: SiteLock is the global leader in website security, currently protecting more than six million websites globally. SiteLock delivers 360-degree",52500.0
114421,Mesa,ENVIRONMENTAL OUTREACH SPECIALIST,State of Arizona,"Phoenix, AZ","Analyze environmental data to determine validity, quality, and scientific significance and to interpret correlations between data, human activities and...",55000.0
114422,Mesa,AIR QUALITY PLANNER 2-3,State of Arizona,"Phoenix, AZ","Ability to present data and findings in public meetings. Collaborate with other Air Quality Sections, including air quality data assessment and monitoring team,...",61000.0
118436,Kansas City,Research Analyst,"Jackson County, Missouri","Kansas City, MO 64106 (Downtown area)","Verifies and analyzes real estate sales, leases, income/expense and mortgage data from various sources for use by Real Estate units in the Assessment Department...",20800.0
118441,Kansas City,Research Analyst,Jackson County Department of Corrections,"Kansas City, MO","Verifies and analyzes real estate sales, leases, income/expense and mortgage data from various sources for use by Real Estate units in the Assessment Department...",20800.0
118452,Kansas City,Material Handler,Honeywell,"Kansas City, MO 64147 (Richards Gebaur area)","Maintains inventory data bases. Completes paperwork and computer data entries as required by the task. With approximately 132,000 employees worldwide, including...",25600.0
118486,Kansas City,Production Fabricator (Any Shift),Honeywell,"Kansas City, KS","Completes paperwork and computer data entries as required by the task. With approximately 132,000 employees worldwide, including more than 22,000 engineers and...",25600.0
118498,Kansas City,"Inspector, Tool & Precision Gage (Any Shift)",Honeywell,"Kansas City, KS",Ability to analyze and interpret data. Must be able to analyze and interpret data and performs identification and paperwork related to the task....,36800.0
118504,Kansas City,Tool & Precision Gage Inspector (Any Shift),Honeywell,"Kansas City, KS",Ability to analyze and interpret data. Must be able to analyze and interpret data and performs identification and paperwork related to the task....,36800.0
118516,Kansas City,Electronics Test Inspector (Any Shift),Honeywell,"Kansas City, MO 64147 (Richards Gebaur area)",May be required to examine and evaluate test data (FM&T or vendor) of product being inspected for purposes of acceptances or rejection....,33600.0
122561,Raleigh,Data Scientist,Piper Companies,"Raleigh, NC 27607 (Northwest area)","The Data Scientist will be in charge of data management, data organization, data modeling, and data analytics....",120000.0
122570,Raleigh,Contract Statistician,Piper Companies,"Research Triangle Park, NC 27709",Contract Statistician Statistician Description: Company Statisticians will work independently interface directly with 2 to 3 clients as their statistical,128000.0
122580,Raleigh,HPLC Scientist,Piper Companies,"Durham, NC 27709",Responsibilities for the HPLC Scientist include:. Evaluate data for large molecules in different dosage forms....,48000.0
122627,Raleigh,Data Scientist,ITS Technologies,"Raleigh, NC","The *Senior Data Scientist*. Ability to collaborate effectively with business stakeholders, performance consultants, data scientists, and other data engineers....",150000.0
122636,Raleigh,Statistical Programmer,Piper Companies,"Morrisville, NC 27560","Creation of macro programs, perform data checks as needed. Creation for SAS datasets of clinical data from clinical databases....",96000.0
122650,Raleigh,Data Scientist,"Sente Data Science, LLC","Cary, NC","Sente Data Science is seeking a Data Scientist for our team in Cary, North Carolina. SENTE DATA SCIENCE LLC. Quality assurance checks on data....",95000.0
122656,Raleigh,Research/Remediation Analyst,DISYS (Digital Intelligence SYStems Pvt. Ltd.),"Raleigh, NC","A large Financial Services Organization in Raleigh, NC is looking to add a Research & Remediation Analyst to the team to assist in the completion of a high",35200.0
122685,Raleigh,Associate Scientist 3865,Hunter International,"Research Triangle Park, NC","Analyzes data and prepares reports, upon request. Nucleic acid isolation and next generation sequencing library construction Compiles data and records results....",46400.0
